label,group,description,value,unit,rationale,reference,link
Ass_I_P_other_further_fec_elec_2050,ui,further industry sectors fec electricity 2050,40000000.0,MWh/a,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 40 TWh Strom. ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_heatnet_2050,ui,further industry sectors fec heatnet 2050,8000000.0,MWh/a,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh KWK-Wärme (was hier als Fernwärme verbucht wird). ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_gas_2050,ui,further industry sectors fec gas 2050,8000000.0,MWh/a,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh erneuerbare Brennstoffe (was hier als synthetisches Methan verbucht wird). ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_2050,ud,further industry sectors fec 2050,56000000.0,MWh/a,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh erneuerbare Brennstoffe (was hier als synthetisches Methan verbucht wird). ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_change,ud,further branches industry fec change,-0.6572990539395641,%,,,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_pct_of_elec_2050,ud,further industry sectors fec percentage of electricity 2050,0.7142857142857143,%,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 40 TWh Strom. ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_pct_of_heatnet_2050,ud,further industry sectors fec percentage of heatnet 2050,0.14285714285714285,%,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh KWK-Wärme (was hier als Fernwärme verbucht wird). ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_fec_pct_of_gas_2050,ud,further industry sectors fec percentage of gas 2050,0.14285714285714285,%,"Abbildung 5-103 Auf RESCUE S. 281 zeigt den Endenergiebedarf der Weiteren Branchen in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh erneuerbare Brennstoffe (was hier als synthetisches Methan verbucht wird). ",UBA RESCUE S. 281,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_boiler_invest_2050,ui,Investitionskosten pro MW Elektrodenkessel NT 2050,136000.0,€/MW,Die Prozesswärmeerzeugung mit Strom kann durch einen Elektrodenkessel (Niedertemperatur/Hochtemperatur identisch für 2020-2050 bei ISE 2020) erfolgen. ,ISE 2020 Anhang S. 17,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_I_P_other_further_boiler_hours_2050,ui,Volllaststunden im Betrieb Elektrodenkessel NT 2050,4380.0,h/a,Annahme: Ein Elektrodenkessel zur Power-to-heat-Prozesswärmeproduktion ist etwa das halbe Jahr im Einsatz. Ab 7.000 Volllaststunden ist man bereits ein netzdienlicher und privilegierter Kunde.,eigene Annahme,https://www.smart-power.net/de/einsatzgebiete/7000-stunden
Ass_I_P_other_further_boiler_ratio_invest_to_fec_2050,ud,Invest/EEV Elektrodenkessel NT 2050,31.050228310502284,€/(MWh/a),"RESCUE 2019 schreibt:
""In den sonstigen Branchen sind folgende Minderungsansätze möglich:
► Substitution der fossilen Energieträger durch Umstellung der Prozesswärmeerzeugung auf Strom,
► Maßnahmen zur Steigerung der Energieeffizienz bei der Bereitstellung der Prozesswärme sowie
► Maßnahmen zur Steigerung der Energieeffizienz von mechanischen Antrieben.""
Da hier aber keine einzelne Branche rauszunehmen ist und Produktionsmengen nicht vorliegen, müssen die Investitionskosten über den Energiebedarf ermittelt werden. Die Prozesswärmeerzeugung mit Strom kann durch einen Elektrodenkessel (Niedertemperatur/Hochtemperatur identisch bei ISE 2020) erfolgen.",UBA 2019 RESCUE S. 281,
Ass_I_P_other_further_cooling_invest_2012,ui,Investitionskosten F-Gas-freie Kühlung Brauerei 2012,1000000.0,€,"Ammoniakanlage (R-717) ersetzt Anlage mit teilflourierten Gasen (R-22)
""Investitionskosten ca. 1.000.000€, Betriebskosten ca. 150.000€ pro Jahr""",Bayrisches LfU 2015 S. 36,https://www.friess-klima.de/bundles/friessklimaproject/files/LfU-Broschuere.pdf
Ass_I_P_other_further_cooling_CO2e_reduction_2012,ui,CO2e-Reduktion durch F-Gas-freie Kühlung Brauerei 2012,960.0,t/a,"Auf eine Laufzeit von 15 Jahren wird mit der Emission von 15.600 t CO2e gerechnet, vorher waren es 30.000 t CO2e im selben Zeitraum. Daher 14.400 t/15a = 960 t/a Einsparung.",Bayrisches LfU 2015 S. 36,https://www.friess-klima.de/bundles/friessklimaproject/files/LfU-Broschuere.pdf
Ass_I_P_other_further_cooling_ratio_invest_to_CO2e_2050,ud,Invest/eingesparte CO2e durch F-Gas-freie Kühlung Brauerei 2012,1041.6666666666667,€/(t/a),"RESCUE 2019 schreibt:
""Die wichtigsten Maßnahmen, die bereits in der UBA-Studie
„Treibhausgasneutrales Deutschland im Jahr 2050“ (UBA, 2014c) betrachtet wurden, sind:
► der ausschließliche Einsatz natürlicher Kältemittel in allen stationären Kälte- und Klimaanlagen sowie Wärmepumpen,
► die Substitution von HFKW durch Kältemittel mit einem Treibhauspotential unter 150 in allen mobilen Klimaanlagen,
► ein nahezu vollständiger Verzicht auf den Einsatz von F-Gasen bei der Herstellung von Dämmstoffen und bei Montageschäumen
► ein Verzicht auf den Einsatz von HFKW in neuen Feuerlöschanlagen,
► eine Verdoppelung des Marktanteils an Pulverinhalatoren und vergleichbaren HFKW-freien Systemen bis 2020 bei den medizinischen Dosieraerosolen sowie
► der Ersatz von SF6 durch alternative Isoliermedien in elektrischen Betriebsmitteln ab 2020.""
Außerdem: ""Die Emissionen der Kälte- und Klimatechnik, die im Jahr 2010 mit 8,8 Mio. t CO2Äq die Quelle für 62 % der gesamten F-GasEmissionen waren, können bis 2050 auf 0,02 Mio. t CO2Äq gemindert werden.""
Daher wurde eine Maßnahme ausgewählt, wo fluorierte Gase als Kältemittel ausgetauscht wurden durch natürliche Gase.",UBA 2019 RESCUE S. 281,
Ass_T_D_trnsprt_ppl_nat_agora,ui,Beförderungsleistung gesamter Personenverkehr bundesweit 2050 nach Agora,1200000000000.0,Pkm,"""Die Personenverkehrsnachfrage verbleibt insge­samt etwa auf dem heutigen Niveau von 1.200 Mrd. Personenkilometern (Pkm).""","Agora 2050, S.86",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat,ud,Beförderungsleistung gesamter Personenverkehr bundesweit 2050 nach GreenSupreme,959000000000.0,Pkm,Reduktion z. B. durch „Stadt der kurzen Wege“,"UBA 2020 (GreenSupreme), S. 65",https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_trnsport_ppl_ratio,ui,Verhältnis der Beförderungsleistung UBA zu Agora,0.7991666666666667,,Zur Skalierung der Verkehrsleistung in den Raumtypen ,,
Ass_T_D_trnsprt_gds_nat,ufyi,Transportleistung gesamter Güterverkehr bundesweit 2050,884243171186.0,tkm,"Summe aus Ass_T_D_trnsprt_gds_Rd_nat, Rl, ship und Air","UBA 2020 (GreenSupreme), S. 69",https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_trnsprt_gds_Rd_2050,ud,Transportleistung Straße 2050,311000000000.0,tkm,,"UBA 2020 (GreenSupreme), S. 69",https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_trnsprt_gds_Rl_2050,ud,Transportleistung Schiene 2050,202000000000.0,tkm,,"UBA 2020 (GreenSupreme), S. 69",https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_trnsprt_gds_ship_2050,ud,Transportleistung Binnenschiff 2050,71000000000.0,tkm,,"UBA 2020 (GreenSupreme), S. 69",https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_trnsprt_gds_Air_2050,ui,Transportleistung Luftfracht 2050,0.0,tkm,,"UBA 2020 (GreenSupreme), S. 69",https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_T_D_lf_gds_LDT_2050,ud,LNF-Auslastung Güter Bundesschnitt 2050,0.15010244004187273,t/Fz,"Annahme, dass die Auslastung konstant zu 2018 bleibt ;  Analog zu Fakten  berechnet aus Fact_T_D_trnsprt_gds_LDT_2018 und Fact_T_D_mlg_LDT_2018_ifeu",,
Ass_T_D_lf_gds_MHD_2050,ud,SNF Auslastung Güter Bundesschnitt,7.482967704218913,t/Fz,"Annahme, dass die Auslastung konstant zu 2018 bleibt ;  Analog zu Fakten berechnet aus Fact_T_D_trnsprt_gds_MHD_2018 und Fact_T_D_mlg_MHD_2018_ifeu",,
Ass_T_D_trnsprt_ppl_city_car1_frac_2050,ud,Anteil Stadt MIV,0.2,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_city_car2_frac_2050,ud,Anteil Stadt Car Sharing,0.05,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_city_car3_frac_2050,ud,Anteil Stadt Ride Sharing und Taxis,0.05,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_city_pt_frac_2050,ud,Anteil Stadt ÖV,0.46,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_city_car4_frac_2050,ud,Anteil Stadt Ride Pooling,0.1,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_city_foot_frac_2050,ud,Anteil Stadt Fuß,0.05,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_city_cycl_frac_2050,ud,Anteil Stadt Fahrrad,0.1,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_car1_frac_2050,ud,Anteil Halbstadt MIV,0.33,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_car2_frac_2050,ud,Anteil Halbstadt Car Sharing,0.1,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_car3_frac_2050,ud,Anteil Halbstadt Ride Sharing und Taxis,0.03,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_pt_frac_2050,ud,Anteil Halbstadt ÖV,0.36,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_car4_frac_2050,ud,Anteil Halbstadt Ride Pooling,0.07,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_foot_frac_2050,ud,Anteil Halbstadt Fuß,0.04,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_smcty_cycl_frac_2050,ud,Anteil Halbstadt Fahrrad,0.06,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_car1_frac_2050,ud,Anteil Land MIV,0.35,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_car2_frac_2050,ud,Anteil Land Car Sharing,0.11,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_car3_frac_2050,ud,Anteil Land Ride Sharing und Taxis,0.03,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_pt_frac_2050,ud,Anteil Land ÖV,0.35,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_car4_frac_2050,ud,Anteil Land Ride Pooling,0.07,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_foot_frac_2050,ud,Anteil Land Fuß,0.04,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_rural_cycl_frac_2050,ud,Anteil Land Fahrrad,0.06,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_car1_frac_2050,ud,Anteil  Deutschland Gesamt MIV,0.35,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_car2_frac_2050,ud,Anteil Deutschland Gesamt Car Sharing,0.11,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_car3_frac_2050,ud,Anteil Deutschland Gesamt Ride Sharing und Taxis,0.03,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_pt_frac_2050,ud,Anteil  Deutschland Gesamt ÖV,0.35,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_car4_frac_2050,ud,Anteil  Deutschland Gesamt Ride Pooling,0.07,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_foot_frac_2050,ud,Anteil  Deutschland Gesamt Fuß,0.04,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_nat_cycl_frac_2050,ud,Anteil  Deutschland Gesamt Fahrrad,0.06,,,"Agora 2050, S.88",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r1,ui,Beförderungsleistung Metropole - Stadt,162790250000.0,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r2,ui,Beförderungsleistung Regiopole und Großstädte - Stadt,126588000000.0,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r3,ui,"Beförderungsleistung Stadt: Mittelstädte, städtischer Raum - Halbstadt",239270500000.0,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r4,ui,"Beförderungsleistung Stadt: kleinstädtischer, dörﬂicher Raum - Land",64652583333.333336,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r5,ui,Beförderungsleistung Zentrale Städte - Halbstadt,50667166666.66667,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r6,ui,"Beförderungsleistung Mittelstädte, städtischer Raum - Land",127547000000.0,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_trnsprt_ppl_r7,ui,"Beförderungsleistung kleinstädtischer, dörﬂicher Raum - Land",165986916666.6667,Pkm,Wert aus Agora multipliziert mit globalem Skalierungsfaktor aus UBA Rescue Green Supreme (siehe Ass_T_D_trnsport_ppl_ratio),"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_ppl_r1,ui,Bevölkerung Metropole - Stadt,14900000.0,-,,"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
Ass_T_D_ppl_r2,ui,Bevölkerung Regiopole und Großstädte - Stadt,11600000.0,-,,"Agora 2050, S.87",https://www.agora-energiewende.de/veroeffentlichungen/klimaneutrales-deutschland/
